"","Special status","Taxon name","Introduced","Taxon family","Taxon parent","Volume"
"297","Endemic","Crataegus mollis var. mollis",NA,"Rosaceae","Crataegus mollis","Volume 9"
"298","Illustrated","Crataegus mollis var. mollis",NA,"Rosaceae","Crataegus mollis","Volume 9"
"299","Introduced","Crataegus monogyna var. monogyna","true","Rosaceae","Crataegus monogyna","Volume 9"
"300","Endemic","Crataegus pennsylvanica",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Molles","Volume 9"
"301","Endemic","Crataegus persimilis",NA,"Rosaceae","Crataegus","Volume 9"
"302","Endemic","Crataegus phaenopyrum","true","Rosaceae","Crataegus (sect. Crataegus) ser. Cordatae","Volume 9"
"303","Endemic","Crataegus populnea",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Populneae","Volume 9"
"304","Endemic","Crataegus prona",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Populneae","Volume 9"
"305","Endemic","Crataegus pruinosa var. dissona",NA,"Rosaceae","Crataegus pruinosa","Volume 9"
"306","Endemic","Crataegus pruinosa var. parvula",NA,"Rosaceae","Crataegus pruinosa","Volume 9"
"307","Endemic","Crataegus pruinosa var. pruinosa",NA,"Rosaceae","Crataegus pruinosa","Volume 9"
"308","Illustrated","Crataegus pruinosa var. pruinosa",NA,"Rosaceae","Crataegus pruinosa","Volume 9"
"309","Endemic","Crataegus pruinosa var. rugosa",NA,"Rosaceae","Crataegus pruinosa","Volume 9"
"310","Endemic","Crataegus pruinosa var. virella",NA,"Rosaceae","Crataegus pruinosa","Volume 9"
"311","Endemic","Crataegus punctata",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Punctatae","Volume 9"
"312","Illustrated","Crataegus punctata",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Punctatae","Volume 9"
"313","Endemic","Crataegus scabrida var. asperifolia",NA,"Rosaceae","Crataegus scabrida","Volume 9"
"314","Conservation concern","Crataegus scabrida var. cyclophylla",NA,"Rosaceae","Crataegus scabrida","Volume 9"
"315","Endemic","Crataegus scabrida var. cyclophylla",NA,"Rosaceae","Crataegus scabrida","Volume 9"
"316","Endemic","Crataegus scabrida var. scabrida",NA,"Rosaceae","Crataegus scabrida","Volume 9"
"317","Endemic","Crataegus schuettei var. schuettei",NA,"Rosaceae","Crataegus schuettei","Volume 9"
"318","Illustrated","Crataegus schuettei var. schuettei",NA,"Rosaceae","Crataegus schuettei","Volume 9"
"319","Endemic","Crataegus stolonifera",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Populneae","Volume 9"
"320","Endemic","Crataegus submollis",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Molles","Volume 9"
"321","Conservation concern","Crataegus suborbiculata",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Pruinosae","Volume 9"
"322","Endemic","Crataegus suborbiculata",NA,"Rosaceae","Crataegus (sect. Coccineae) ser. Pruinosae","Volume 9"
"323","Endemic","Crataegus succulenta var. michiganensis",NA,"Rosaceae","Crataegus succulenta","Volume 9"
"324","Endemic","Crataegus succulenta var. succulenta",NA,"Rosaceae","Crataegus succulenta","Volume 9"
"325","Endemic","Crataegus ×lucorum",NA,"Rosaceae","Crataegus","Volume 9"
"326","Illustrated","Cratoneuron filicinum",NA,"Amblystegiaceae","Cratoneuron","Volume 28"
"327","Endemic","Crocanthemum bicknellii",NA,"Cistaceae","Crocanthemum","Volume 6"
"328","Illustrated","Crocanthemum bicknellii",NA,"Cistaceae","Crocanthemum","Volume 6"
"329","Endemic","Crocanthemum canadense",NA,"Cistaceae","Crocanthemum","Volume 6"
"330","Illustrated","Ctenidium molluscum",NA,"Hypnaceae","Ctenidium","Volume 28"
"331","Introduced","Cucumis melo subsp. agrestis","true","Cucurbitaceae","Cucumis melo","Volume 6"
"332","Illustrated","Cucumis melo subsp. agrestis","true","Cucurbitaceae","Cucumis melo","Volume 6"
"333","Introduced","Cucumis melo subsp. melo","true","Cucurbitaceae","Cucumis melo","Volume 6"
"334","Introduced","Cucumis sativus var. sativus","true","Cucurbitaceae","Cucumis sativus","Volume 6"
"335","Introduced","Cydonia oblonga","true","Rosaceae","Cydonia","Volume 9"
"336","Illustrated","Cydonia oblonga","true","Rosaceae","Cydonia","Volume 9"
"337","Weedy","Cymbalaria muralis subsp. muralis","true","Plantaginaceae","Cymbalaria muralis","Volume 17"
"338","Introduced","Cymbalaria muralis subsp. muralis","true","Plantaginaceae","Cymbalaria muralis","Volume 17"
"339","Illustrated","Cymbalaria muralis subsp. muralis","true","Plantaginaceae","Cymbalaria muralis","Volume 17"
"340","Illustrated","Cyrtomnium hymenophylloides",NA,"Mniaceae","Cyrtomnium","Volume 28"
"341","Introduced","Daphne mezereum","true","Thymelaeaceae","Daphne","Volume 6"
"342","Illustrated","Daphne mezereum","true","Thymelaeaceae","Daphne","Volume 6"
"343","Illustrated","Dasiphora fruticosa",NA,"Rosaceae","Dasiphora","Volume 9"
"344","Endemic","Dicentra canadensis",NA,"Fumariaceae","Dicentra","Volume 3"
"345","Endemic","Dicentra cucullaria",NA,"Fumariaceae","Dicentra","Volume 3"
"346","Illustrated","Dicentra cucullaria",NA,"Fumariaceae","Dicentra","Volume 3"
"347","Illustrated","Dichelyma capillaceum",NA,"Fontinalaceae","Dichelyma","Volume 28"
"348","Endemic","Dichelyma pallescens",NA,"Fontinalaceae","Dichelyma","Volume 28"
"349","Endemic","Dichelyma uncinatum",NA,"Fontinalaceae","Dichelyma","Volume 28"
"350","Introduced","Digitalis grandiflora","true","Plantaginaceae","Digitalis","Volume 17"
"351","Introduced","Digitalis lanata","true","Plantaginaceae","Digitalis","Volume 17"
"352","Weedy","Digitalis purpurea subsp. purpurea","true","Plantaginaceae","Digitalis purpurea","Volume 17"
"353","Introduced","Digitalis purpurea subsp. purpurea","true","Plantaginaceae","Digitalis purpurea","Volume 17"
"354","Illustrated","Digitalis purpurea subsp. purpurea","true","Plantaginaceae","Digitalis purpurea","Volume 17"
"355","Endemic","Dirca palustris",NA,"Thymelaeaceae","Dirca","Volume 6"
"356","Illustrated","Dirca palustris",NA,"Thymelaeaceae","Dirca","Volume 6"
"357","Illustrated","Drepanocladus aduncus",NA,"Amblystegiaceae","Drepanocladus","Volume 28"
"358","Illustrated","Drepanocladus polygamus",NA,"Amblystegiaceae","Drepanocladus","Volume 28"
"359","Illustrated","Drepanocladus sordidus",NA,"Amblystegiaceae","Drepanocladus","Volume 28"
"360","Illustrated","Drosera intermedia",NA,"Droseraceae","Drosera","Volume 6"
"361","Endemic","Drosera linearis",NA,"Droseraceae","Drosera","Volume 6"
"362","Endemic","Drummondia prorepens",NA,"Orthotrichaceae","Drummondia","Volume 28"
"363","Illustrated","Drummondia prorepens",NA,"Orthotrichaceae","Drummondia","Volume 28"
"364","Endemic","Dryas drummondii",NA,"Rosaceae","Dryas","Volume 9"
"365","Illustrated","Dryas integrifolia subsp. integrifolia",NA,"Rosaceae","Dryas integrifolia","Volume 9"
"366","Endemic","Drymocallis arguta",NA,"Rosaceae","Drymocallis","Volume 9"
"367","Introduced","Duchesnea indica var. indica","true","Rosaceae","Duchesnea indica","Volume 9"
"368","Illustrated","Duchesnea indica var. indica","true","Rosaceae","Duchesnea indica","Volume 9"
"369","Endemic","Echinocystis lobata",NA,"Cucurbitaceae","Echinocystis","Volume 6"
"370","Illustrated","Echinocystis lobata",NA,"Cucurbitaceae","Echinocystis","Volume 6"
"371","Endemic","Elatine americana",NA,"Elatinaceae","Elatine","Volume 12"
"372","Endemic","Elatine minima",NA,"Elatinaceae","Elatine","Volume 12"
"373","Introduced","Elatine triandra","true","Elatinaceae","Elatine","Volume 12"
"374","Illustrated","Elatine triandra","true","Elatinaceae","Elatine","Volume 12"
"375","Illustrated","Elodium blandowii",NA,"Helodiaceae","Elodium","Volume 28"
"376","Endemic","Elodium elodioides",NA,"Helodiaceae","Elodium","Volume 28"
"377","Endemic","Enemion biternatum",NA,"Ranunculaceae","Enemion","Volume 3"
"378","Illustrated","Enemion biternatum",NA,"Ranunculaceae","Enemion","Volume 3"
"379","Endemic","Entodon cladorrhizans",NA,"Entodontaceae","Entodon","Volume 28"
"380","Endemic","Entodon seductrix",NA,"Entodontaceae","Entodon","Volume 28"
"381","Illustrated","Epifagus virginiana",NA,"Orobanchaceae","Epifagus","Volume 17"
"382","Illustrated","Eranthis hyemalis","true","Ranunculaceae","Eranthis","Volume 3"
"383","Endemic","Erythranthe moschata",NA,"Phrymaceae","Erythranthe","Volume 17"
"384","Introduced","Euonymus alatus","true","Celastraceae","Euonymus","Volume 12"
"385","Illustrated","Euonymus alatus","true","Celastraceae","Euonymus","Volume 12"
"386","Weedy","Euonymus atropurpureus",NA,"Celastraceae","Euonymus","Volume 12"
"387","Endemic","Euonymus atropurpureus",NA,"Celastraceae","Euonymus","Volume 12"
"388","Weedy","Euonymus europaeus","true","Celastraceae","Euonymus","Volume 12"
"389","Introduced","Euonymus europaeus","true","Celastraceae","Euonymus","Volume 12"
"390","Introduced","Euonymus fortunei","true","Celastraceae","Euonymus","Volume 12"
"391","Endemic","Euonymus obovatus",NA,"Celastraceae","Euonymus","Volume 12"
"392","Endemic","Euphorbia commutata",NA,"Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"393","Illustrated","Euphorbia commutata",NA,"Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"394","Weedy","Euphorbia corollata",NA,"Euphorbiaceae","Euphorbia sect. Alectoroctonum","Volume 12"
"395","Endemic","Euphorbia corollata",NA,"Euphorbiaceae","Euphorbia sect. Alectoroctonum","Volume 12"
"396","Illustrated","Euphorbia corollata",NA,"Euphorbiaceae","Euphorbia sect. Alectoroctonum","Volume 12"
"397","Weedy","Euphorbia cyparissias","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"398","Introduced","Euphorbia cyparissias","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"399","Introduced","Euphorbia exigua","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"400","Weedy","Euphorbia glyptosperma",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"401","Illustrated","Euphorbia glyptosperma",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"402","Weedy","Euphorbia helioscopia","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"403","Introduced","Euphorbia helioscopia","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"404","Weedy","Euphorbia lathyris","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"405","Introduced","Euphorbia lathyris","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"406","Weedy","Euphorbia maculata",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"407","Weedy","Euphorbia marginata",NA,"Euphorbiaceae","Euphorbia sect. Alectoroctonum","Volume 12"
"408","Illustrated","Euphorbia marginata",NA,"Euphorbiaceae","Euphorbia sect. Alectoroctonum","Volume 12"
"409","Weedy","Euphorbia nutans",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"410","Illustrated","Euphorbia nutans",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"411","Weedy","Euphorbia peplus","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"412","Introduced","Euphorbia peplus","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"413","Illustrated","Euphorbia peplus","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"414","Weedy","Euphorbia platyphyllos","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"415","Introduced","Euphorbia platyphyllos","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"416","Endemic","Euphorbia polygonifolia",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"417","Weedy","Euphorbia serpens",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"418","Weedy","Euphorbia spathulata",NA,"Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"419","Illustrated","Euphorbia spathulata",NA,"Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"420","Weedy","Euphorbia vermiculata",NA,"Euphorbiaceae","Euphorbia sect. Anisophyllum","Volume 12"
"421","Weedy","Euphorbia virgata","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"422","Introduced","Euphorbia virgata","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"423","Illustrated","Euphorbia virgata","true","Euphorbiaceae","Euphorbia subg. Esula","Volume 12"
"424","Endemic","Euphrasia farlowii",NA,"Orobanchaceae","Euphrasia","Volume 17"
"425","Illustrated","Euphrasia farlowii",NA,"Orobanchaceae","Euphrasia","Volume 17"
"426","Endemic","Euphrasia hudsoniana",NA,"Orobanchaceae","Euphrasia","Volume 17"
"427","Illustrated","Euphrasia hudsoniana",NA,"Orobanchaceae","Euphrasia","Volume 17"
"428","Introduced","Euphrasia micrantha","true","Orobanchaceae","Euphrasia","Volume 17"
"429","Introduced","Euphrasia nemorosa","true","Orobanchaceae","Euphrasia","Volume 17"
"430","Illustrated","Euphrasia ostenfeldii",NA,"Orobanchaceae","Euphrasia","Volume 17"
"431","Introduced","Euphrasia stricta var. brevipila","true","Orobanchaceae","Euphrasia stricta","Volume 17"
"432","Introduced","Euphrasia stricta var. stricta","true","Orobanchaceae","Euphrasia stricta","Volume 17"
"433","Endemic","Euphrasia suborbicularis",NA,"Orobanchaceae","Euphrasia","Volume 17"
"434","Weedy","Euphrasia tetraquetra","true","Orobanchaceae","Euphrasia","Volume 17"
"435","Introduced","Euphrasia tetraquetra","true","Orobanchaceae","Euphrasia","Volume 17"
"436","Endemic","Euphrasia vinacea",NA,"Orobanchaceae","Euphrasia","Volume 17"
"437","Illustrated","Eurhynchiastrum pulchellum var. pulchellum",NA,"Brachytheciaceae","Eurhynchiastrum pulchellum","Volume 28"
"438","Illustrated","Fagus grandifolia",NA,"Fagaceae","Fagus","Volume 3"
"439","Endemic","Filipendula rubra",NA,"Rosaceae","Filipendula","Volume 9"
"440","Illustrated","Filipendula rubra",NA,"Rosaceae","Filipendula","Volume 9"
"441","Introduced","Filipendula ulmaria","true","Rosaceae","Filipendula","Volume 9"
"442","Introduced","Filipendula vulgaris","true","Rosaceae","Filipendula","Volume 9"
"443","Illustrated","Fontinalis antipyretica",NA,"Fontinalaceae","Fontinalis","Volume 28"
"444","Endemic","Fontinalis novae-angliae",NA,"Fontinalaceae","Fontinalis","Volume 28"
"445","Endemic","Fontinalis sphagnifolia",NA,"Fontinalaceae","Fontinalis","Volume 28"
"446","Endemic","Fragaria vesca subsp. americana",NA,"Rosaceae","Fragaria vesca","Volume 9"
"447","Illustrated","Fragaria vesca subsp. americana",NA,"Rosaceae","Fragaria vesca","Volume 9"
"448","Illustrated","Fragaria vesca subsp. vesca","true","Rosaceae","Fragaria vesca","Volume 9"
"449","Endemic","Fragaria virginiana subsp. glauca",NA,"Rosaceae","Fragaria virginiana","Volume 9"
"450","Endemic","Fragaria virginiana subsp. virginiana",NA,"Rosaceae","Fragaria virginiana","Volume 9"
"451","Illustrated","Fragaria virginiana subsp. virginiana",NA,"Rosaceae","Fragaria virginiana","Volume 9"
"452","Introduced","Frangula alnus","true","Rhamnaceae","Frangula","Volume 12"
"453","Weedy","Fumaria officinalis","true","Fumariaceae","Fumaria","Volume 3"
"454","Endemic","Geocaulon lividum",NA,"Comandraceae","Geocaulon","Volume 12"
"455","Illustrated","Geocaulon lividum",NA,"Comandraceae","Geocaulon","Volume 12"
"456","Illustrated","Geum aleppicum",NA,"Rosaceae","Geum","Volume 9"
"457","Endemic","Geum laciniatum",NA,"Rosaceae","Geum","Volume 9"
"458","Endemic","Geum macrophyllum var. perincisum",NA,"Rosaceae","Geum macrophyllum","Volume 9"
"459","Illustrated","Geum triflorum var. triflorum",NA,"Rosaceae","Geum triflorum","Volume 9"
"460","Introduced","Geum urbanum","true","Rosaceae","Geum","Volume 9"
"461","Endemic","Geum vernum",NA,"Rosaceae","Geum","Volume 9"
"462","Illustrated","Geum vernum",NA,"Rosaceae","Geum","Volume 9"
"463","Endemic","Geum virginianum",NA,"Rosaceae","Geum","Volume 9"
"464","Endemic","Gillenia trifoliata",NA,"Rosaceae","Gillenia","Volume 9"
"465","Introduced","Glaucium flavum","true","Papaveraceae","Glaucium","Volume 3"
"466","Illustrated","Glaucium flavum","true","Papaveraceae","Glaucium","Volume 3"
"467","Endemic","Gratiola lutea",NA,"Plantaginaceae","Gratiola","Volume 17"
"468","Endemic","Gratiola neglecta",NA,"Plantaginaceae","Gratiola","Volume 17"
"469","Illustrated","Gratiola neglecta",NA,"Plantaginaceae","Gratiola","Volume 17"
"470","Endemic","Gratiola quartermaniae",NA,"Plantaginaceae","Gratiola","Volume 17"
"471","Illustrated","Hamamelis virginiana",NA,"Hamamelidaceae","Hamamelis","Volume 3"
"472","Illustrated","Hedwigia ciliata",NA,"Hedwigiaceae","Hedwigia","Volume 28"
"473","Illustrated","Herzogiella striatella",NA,"Hypnaceae","Herzogiella","Volume 28"
"474","Illustrated","Heterocladium dimorphum",NA,"Pterigynandraceae","Heterocladium","Volume 28"
"475","Endemic","Hibiscus laevis",NA,"Malvaceae","Hibiscus","Volume 6"
"476","Introduced","Hibiscus trionum","true","Malvaceae","Hibiscus","Volume 6"
"477","Weedy","Hibiscus trionum","true","Malvaceae","Hibiscus","Volume 6"
"478","Illustrated","Hippuris lanceolata",NA,"Plantaginaceae","Hippuris","Volume 17"
"479","Illustrated","Hippuris tetraphylla",NA,"Plantaginaceae","Hippuris","Volume 17"
"480","Weedy","Hippuris vulgaris",NA,"Plantaginaceae","Hippuris","Volume 17"
"481","Illustrated","Hippuris vulgaris",NA,"Plantaginaceae","Hippuris","Volume 17"
"482","Illustrated","Homalia trichomanoides var. trichomanoides",NA,"Neckeraceae","Homalia trichomanoides","Volume 28"
"483","Endemic","Hudsonia tomentosa",NA,"Cistaceae","Hudsonia","Volume 6"
"484","Illustrated","Hudsonia tomentosa",NA,"Cistaceae","Hudsonia","Volume 6"
"485","Weedy","Humulus japonicus","true","Cannabaceae","Humulus","Volume 3"
"486","Introduced","Humulus japonicus","true","Cannabaceae","Humulus","Volume 3"
"487","Endemic","Humulus lupulus var. lupuloides",NA,"Cannabaceae","Humulus lupulus","Volume 3"
"488","Introduced","Humulus lupulus var. lupulus","true","Cannabaceae","Humulus lupulus","Volume 3"
"489","Illustrated","Humulus lupulus var. lupulus","true","Cannabaceae","Humulus lupulus","Volume 3"
"490","Endemic","Hybanthus concolor",NA,"Violaceae","Hybanthus","Volume 6"
"491","Introduced","Hydrangea paniculata","true","Hydrangeaceae","Hydrangea","Volume 12"
"492","Endemic","Hydrastis canadensis",NA,"Ranunculaceae","Hydrastis","Volume 3"
"493","Illustrated","Hydrastis canadensis",NA,"Ranunculaceae","Hydrastis","Volume 3"
"494","Endemic","Hygroamblystegium varium subsp. noterophilum",NA,"Amblystegiaceae","Hygroamblystegium varium","Volume 28"
"495","Illustrated","Hygroamblystegium varium var. humile",NA,"Amblystegiaceae","Hygroamblystegium varium","Volume 28"
"496","Illustrated","Hygroamblystegium varium var. varium",NA,"Amblystegiaceae","Hygroamblystegium varium","Volume 28"
"497","Illustrated","Hygrohypnum bestii",NA,"Amblystegiaceae","Hygrohypnum","Volume 28"
"498","Illustrated","Hygrohypnum duriusculum",NA,"Amblystegiaceae","Hygrohypnum","Volume 28"
"499","Illustrated","Hygrohypnum ochraceum",NA,"Amblystegiaceae","Hygrohypnum","Volume 28"
"500","Illustrated","Hylocomiastrum pyrenaicum",NA,"Hylocomiaceae","Hylocomiastrum","Volume 28"
"501","Illustrated","Hylocomiastrum umbratum",NA,"Hylocomiaceae","Hylocomiastrum","Volume 28"
"502","Illustrated","Hylocomium splendens",NA,"Hylocomiaceae","Hylocomium","Volume 28"
"503","Illustrated","Hypericum ascyron subsp. pyramidatum",NA,"Hypericaceae","Hypericum ascyron","Volume 6"
"504","Endemic","Hypericum boreale",NA,"Hypericaceae","Hypericum sect. Brathys","Volume 6"
"505","Endemic","Hypericum canadense",NA,"Hypericaceae","Hypericum sect. Brathys","Volume 6"
